Label,Tweets
Positive,"dað keçilerini vurmayýn diyorsun, ayý yavrusunu öldürüyorlar. kaz daðlarý'ný koruyayým diyorsun, munzur vadisi gidiyor elden. uzungöl'ü kurtarayým derken, hasankeyf'i kaptýrýyorsun. salda gölü'ne yoðunlaþýyorsun, dipsiz gölü kurutuyorlar. kötülük çok organize. baþa çýkmak zor."
Positive,ya bana ne oldu bütün bu laflar ne ds
Positive,Gerçeklerden kaçýp saklanabilirsin yani.. Hayal dünyan ve onu besleyen kitaplar seni gerçekten kurtarýyor oralarda her þey yolunda deðil mi
Negative,Peki bundan Fatih Terimin haberi varmý orospu çocuðu
Negative,en çok canýmý sýkan þeyse zaten hiphop culture içerisinde bir yere sahip olmayan bu orospu ve orospu avcýlarý
Positive,yýldýz metenin anlattýklarýna karþý kendini savunuyor
Positive,valla fanlar öyle diyormuþ hadi hayýrlýsý
Negative,Maðdur öylemi yapacaðý iþlerden geri kalmýþtýr köpek 
Negative,ahmet seni öldürürüm 
Negative,Gizliliðe önem veren bayanlar DM sex porno Sikiþ sanal dul porno türbanlý Seks Ýfþa Sikiþmek Gizli Sakso Azdým Masaj Yaþlý Boþalma Göt Meme Am Sik Yarrak Gizli Seksi Sakso Azdým Sakarya 
Positive,Orkun ýþýtmak: siz bu isimleri sosyal medyadan çok iyi tanýyorsunuz 
Positive,gayri resmi mektup iyi tanýdýðýmýz insanlara
Negative,Yakýn amýna koyam mangallarý saldýr mavi þimþek 
Negative,Ne doyumsuz þirret tiplersiniz
Negative,Designerýnýn amýna koyim nike kere ucuz fahiþenin kancýk çocuklarý ya ulan sýzdýrýrken hiç mi biz naptýk aq demediniz 
Negative,Lan daðda yaptým ben askerligimi psikoloji sine sokturma þimdi biz bilmezmiydik sýkmayý kaçakçýya teslim olan teröriste dahi sýkmadýk emir miþ geç o ayaðý halka sýkmak nedir ilk o emri verene sonrada kafana sýk 
Negative,Lan sikik devlet senin mi de arkasýna saklanýyorsun götlek 
Positive,"45 çocuða Ensar Vakfýnda tecavüz edilirken bir kereden bir þey olmaz diyenler, bugün toplumsal deðerlerden bahsedemezler!
"
Negative,yaptý yine bücür yapacaðýný
Negative,andaval orospu cocufkmdnajshsvhdgsgshsj
Negative,en azýndan övünecek biþeyimiz var sizin neyiniz var dümbük sen tinerini koklamaya devam et buralar seni aþar
Positive,Kürt Türk kardeþtir 
Positive,Býrakma beni nolur 
Positive,güzel þeyler olucaksa tam zamaný ben müsaitim yani
Negative,beyler yarýn fener kazanamazssa tarihin en gerizeka takýmý olarak adýný tarihe kazýtacak
Negative,"annen,baban seni büyütüyor yedirip içiriyor, o kadar emekten sonra sen ahlaksýz oluyorsun.tivit bu kadar!"
Negative,senin gibi bir kaþarý ben hayatýmda görmedim
Positive,"Sansürü eleþtirmek için bir þeyler diyesim var ama kadýna þiddeti meþrulaþtýran dizilere ve bir adada bir grup denyo formatlarýna girmesi ile Netflix, pahalý Kanal D oldu benim için. Býrakýnýz yansýn, gerçekten böyle içeriklere imza atan bir yeri savunacak deðilim."
Negative,o kadar da orospu çocuðu deðildir dediðim kim varsa o kadar da orospu çocuðu çýktý
Negative,Zaten aþklar hep anal domal mýydý nasýldý o þarký 
Positive,Ekrem Ýmamoðlu ndan Kurban bayramýnda de Millete imamlýk yaparak bayram Namazýný kýldýrmasýmý bekliyorum
Negative,Fahiþe ufacýk kýz bahse geçen konu Sen kaç kiþinin altýna yattýn bunu söyle Tamam iftira olabilir Türk askerini aþaðýlamaya yönelik bir provokasyon olabilir Ama yaþýndaki kýz için böyle þeyler yazman senin ahlakýný ve ne kadar orospu bir kiþilik olduðunu gösteriyor 
Negative,surata bak lenetlenmiþ oç
Positive,ve o narinlikte ve sevimlilikte cüce öylesine acýmasýzca zibh eðliyip
Negative,bu yelloz herkese hayýr diyordu þimdi buna hayýr deme zamanýdýr
Negative,tudor tam bir gerizeka fenerhabce trabzon macýnda ispatlamýstý bunu zaten 4 üncü gölü yedikten sonra 78 inci dakika
Positive,"Ben aslan burcuydum ya, ben de mi ölücem."""
Positive,"Ýsrail ünlü modelini vergi kaçýrmaktan mahkum etti: Bar Refaeli'ye kamu hizmeti, annesine hapis cezasý"
Negative,plastik ruhlu barbie çakmasý peynirgiller sülalesinden çökelek tipli yelloz seni
Negative,Hala buralarda tahat rahat küfür edebiliyoken edem bari yapcaniz isi sikem beeehhhh 
Negative,kýz senin estirdiðin rüzgarda ben anca ojemi kuruturum paçoz çekil þurdan
Positive,"Vatan bir bütündür, parçalanamaz."
Negative,senigidi ahlak yoksunu namus sarhoþu  iðrenç siyonist devþirmesi zavallý pislik
Negative,bunlarýn parti politikalarý terbiyesizlik üzerine bayan milletvekilinin ahlak dýþý konuþmalarý hiç yakýþmayan hareketler okadar vizyonsuzlar ki böyle ahlak dýþý þeylerle gündeme geliyorlar
Positive,flamingo katliamý yapmayýn katil proje istemiyoruz
Positive,en güzeli benim gibi çirkin ve tipsiz erkekler 
Negative,nefret etmek için bulabileceðin sebepleri söyliceksin pezevenk
Positive,"Allah'ým, çocuklara kýyanlarý affetme."
Negative,toplum içinde herkes deðerini kendi belirliyor sen ezik ezik davranýrsan ezilirsin tabi ne bekliyosun baþka
Negative, Ozlemm_ Soysuz köpek devletime kahpelik edersen hak ettiðini yaþarsýn 
Positive, Gafil olursa 
Negative,Bu anketi HAnGÝ gerzek hazýrladý 
Negative,götüne koyam onun hangi yaraya merhem olmus 
Negative,casey affleck i okumuþtum abi pislik herifler
Negative,sanýrsýn küba prosu içiyor normalde pezevenk
Negative,lavuk kýzý öyle bi yiyo ki dönüp baktý ketçap mayonez isticek sandým aq
Negative,Fahiþe olmuþ beyinlerin ispatý yoktur bu yüzden vesikasý olmayan herkes kendini namuslu zanneder 
Negative,Sokturma nakitine zoruna gittiyse yürü Yunanistan a 
Negative,soytarý bunu görse kendi soytarý utanýr
Positive,"Arto, Altýn Kelebek kazanan Reynmen'e zavallýsýn varoþ dedi Reynmen'in cevabý olay oldu!"
Positive,deðince akla ilk gelen kardeþ ama Kürtçe tabela yasak Kürtçe yazý yazmak yasak Kürtçe eðitim yasak Kürdün belediyesi iradesi yasak Elhamdulillah din kardeþiyiz müslümanýz bunada þükür yaþamamýza nefes almamýza müsade var lütfediyor var ol 
Positive,sevdiði kadýný rüyasýnda göreceði için takým elbiseyle uyuyan oðuz atay gibiyim düðün kýyafetlerimi giyip televizyon karþýsý
Positive,Gözyaþým pýt
Positive,dürüst insanlardan hic hoslanmiyom ya mesela benim bi tane yalaka arkadasim var onla cok iyi anlasiyoz cunku yalan
Positive,"Hesabý kapatýldýkça yenisini açýyor, hesap kapattýrmayla çözülecek bir þey deðil. Hep birlikte ses çýkaralým. Küçücük bebeklere, dünyanýn en masumlarýna iþkence etmeye devam ediyor. Ben yaþadýðým toplumun böyle olmasýný istemiyorum!"
Positive,beni sersem ediyor bunca acý
Positive,mutluyum dediðim anda hiçbir þey yolunda gitmiyor
Positive,çok güzelsin mersin
Positive,Bek oyuncusu arkasý dönük içeri çalým atmaz. Bu zamana kadar atanýda görmedim bir ilkti zaten.
Negative,senin soyunu kuruturum elimden kimse alamaz
Negative,sen hala buralarda mýsýn lan tirrek  he kardeeþ nxsnnssnns
Positive,"Ýnternet hýzým, kameramýn beni algýlamamasý veya sýnav süremin kýsalmasý benim suçum deðil."
Negative,Bu soytarý milyar dolar versin Fransa davayý kapasýn al sana çözüm 
Negative,Yüzmilyonlarca dolarlýk servetlere hükmeden varsýllar dünyanýn en GÖTLEK varlýklarýdýr 
Negative,aðzýnda ki baklayý çýkarmýþ ha þöyle yola gel
Negative,yazýklar olsun sana ve seni takip edenlere 
Positive, Mini etek mi giymiþti Gece geç saatte sokakta mýydý Cilveli miydi Hayýr diyordu ama naz mý yapýyordu
Negative,o gotunu yalarak amini cildirtayim amini gotunu yalar emer dil atar içine kalýn yarak koklerim catir catir sikerim
Positive,kargoyla beraber lira
Positive,sen sabahlar ve þafaklar kadar güzelsin
Negative,piçe bak erik aðacýna dalýyor sanki pezevenk 
Negative,Ben terk edilecek bir kulun deðilim beni terk edesin Cefasýný cezai mühlette çektim gelsin sustursun göt veren yazýlarýmý 
Positive,"Sakarya Hendekte patlamada hayatýný kaybeden Havva Çelikin eþi Salih Çelik: Milleti kandýrýyorlar, algý operasyonu yapýyorlar, dört kiþi öldü diyorlar. Ben hastanedeyken kaç tane ceset geldi"
Negative, Gavat koca türbanlý karýsýný siktiriyor 
Negative,kes aðlamayý sokarým baðlamayý
Negative,Biz o köylere kasabalara gideriz tekrar çýkar ananýzý da sikeriz hiç merak etmeyin.
Positive,felan fistan boþverin tanýdýðým iyi ardunio bilen eleman var rc tip uçak üretiriz raat olun 
Negative,aklýmda olan o çocuðun hayatýnýn içine koyam 
Positive,Gerektiði zaman aðlamaktan çekinmem
Negative,buna mizah demek bile ayýp bence alt metinde öfke kin pislik riyakârlýk akiyor
Positive,exo nun teaserlarýný izlerken birden gelen gerizeka olduðunu anlama hissi
Negative,sen daha kötulerine layiksin geber
Negative,hastane gibi yapacaðýnýz iþe sokim ben 
Negative,Orospu çocugu senin ben amk. Seni çekip çikartan doktorun ebesini sikeyim gavat godoþ
Negative,Onun bunun cocugu seninkine coktan girdi hemde soguk tarafindan Biraz atesini söndürdü Göt veren 
Negative,yaw bu dombili çok komik adam
Positive,yamuk yazýyorum diye ilk okul öðretmenim çok kýzardý ben de aðlardým hala yamuk yazýp insanlarý delirtiyorum çünkü 
Negative,elin felç olsun gece huzurlu uyuyama yavþak ibne
Negative, Cehennem zebanisi gibi takýlýp dilinden allah peygamber eksik etmez ettiði yardýmlarý insanlarýn gözüne sokar kýsacasý 
Positive,"Kim ""bana güven"" cümlesini kullandýysa ilk kazýðý o attý."
Positive,konuþabilir miyim diyeceði sürede yorum yapsa biter zaten oyy  yemekteyiz
Negative,Aminakoyim neyin bilgisizligi amcik seni. Kusura bakma aminakoyim
Negative,tüm dünya tarihindeherhangi bir ülkenin spor basýnýna muhtemelen hýncal uluçtan daha zirzop bir adam gelmemiþtir
Negative,Kanka ben netflix sayesinde ingilizce ogreniyorum. Netflix yerine bize amcamizla sikismeyi ogreten turk dizileri yasaklansin
Positive,geçmiþ olsun caným 
Positive,her kadýn þiddeti içeren diziyi sansürlemeden ekranlara koyarken bir eþcinsel hikayesi anlatan diziyi yayýnlatmaman
Positive,Yok ya ben beceremedim bu hayatý birine devretmek istiyorum sahibinden satýlýk devren hayat 
Positive,nagihan oynamadý yerini birsene verdi birsen oynadý
Positive,öyle güzelsin ki tüm bu telaþýn kötülüðün ve kaosun içinden ne zaman kaçmak biraz nefes almak istesem durup sana bakýyorum
Negative, BBCBreaking Senin hayal dünyaný sikeyim geri zekalý D terörist ajanlardan sanmýþmýþ r 
Positive,bir fenerbahçeli olarak tüm beþiktaþ ve türkiye taraftarýna baþarýlar dilerim    come to beþiktaþ
Negative,umarým çocuðun ölür
Negative,þu an bi oruspu çocuðuna aþýrý yükseldim adý þahin aq tipsiz mal oðlu mal 
Positive,Allah iyilikten doðruluktan ayýrmasýn 
Negative, molnar `` otoparktan kaçtý diyenlere zavallý saray soytarýlarý yancýklar demeniz yeterli Ha birde þim 
Positive, açýklarken bile zorlandým siz düþünün bu kafa beni ne kadar yoruyor 
Negative,sizdeki kürt düþmanlýðý kadar yoktur embesil hamam böcekleri
Negative,Azgýnn Kapalý bi kadýn var mý? :)
Positive,sehun o kadar tatlýsýn ki seni izleken ekraný ýsýrmamak için zor duruyorum
Negative,Þu tipsiize emreden iyi dedin ya ben de diyorum ki tipsiz olsa manken olamaz aloo 
Positive,Bu Koita neden çýktý þimdi?
Positive,Adam evli sevgilisi de evli kadinin eski sevgilisi de evli adamin eski karisi kocasinin sevgilisinin eski sevgilisiyle gidiyor vay beee Nasil bir ulke olduk 
Positive,Vatandaþa Geber diyen Aile ve Sosyal Politikalar Bakanlýðý Ýstanbul Ýl Müdür Yardýmcýsý Nail Nogay'ý da unutmadýk
Negative,Eðer þu anda Ayasofya da bir Ortodoks Ayini yapýlsaydý bugüne kadar bu kutsal mabedden geçmiþ ve Allah ýn insanla olan nadide buluþmasýný yaþamýs binlerce Ortodoks un kemikleri sýzlayacaktý Çünkü ön sýrada imansýz insanlarýn kâfir siyasetçilerin `` aforoz edilmiþ 
Negative,bu insanlarda vicdan kalmamis cocugu cope birakiyo kaltak
Positive,Küçük ayrýntýlarýn yarattýðý büyük boþluklarýn içine düþtük
Positive,tabii ki küçük yaþlarda basketbola baþlayýp çok çalýþanlar baþarýlý olacak
Positive,tostu yaktým leyla olmuþum ben mal olmuþum 
Negative, kardes cok garip bi sey bazen cok seviyorum bazen de dünyadaki en mal insan oymus gibi geliyo 
Positive,Kayýp 3 kiþiden haber var mý? Patlamadan sonra baþlatýlan arama çalýþmalarý devam ediyor.
Positive,ne bekliyordun aptal kafam ne bekliyordun 
Positive,Bu linçi aþtýk biz yenisini getir 
Negative, fox tv haber sipikeri  fatih portakal geber teröristler için allah rahmet eylesin dedi þerefýz köpek
Positive,"Fox da bir dizi baþladý , yine erkek zengin..Katlar , yatlar, jetler..Kýz ondan az zengin...Oyuncular bir önce ki diziden...Milletin miðdesi bulandý artýk..Lan bir gidin yaa"
Positive,"Kanuni'nin öz oðlunu öldürdüðünü 500 yýl sonra bir filmden öðrenen kitleye, ülkenin fabrikalarýnýn, arazilerinin talan edildiðini anlatmaya çalýþýyoruzAma onlar Ayasofya'da namaz kýlýp, Nex Filiz ahlakdýzdýr diyorlar"
Negative,sabah zevki yaþayalým boþal
Negative,Evladýna sokayým onun o ç terörist ne zaman evlat oldu atcagýnýz baslýga sokayým sizin 
Positive,Ama galibaaaaa bütün bu olanlara dayanamam ama hazýrýmm
Positive,Sýrada göbeklitepe var hemen putlar yýkýlýp camiye çevrilmelidir 
Positive,maicon ile pepe yi kýyaslayan galatasaray taraftarlarý vardý  beyin error veriyor heralde þuan onlarda ajdjasdhasjdsakdfl be
Negative,ulan herkes konussun ama sen sus þikeci ibne
Negative,böylelerini sikeceksin amk götvereni götü sikik
Negative,Lan götveren Kurtuluþ savaþýný osmanlý mi verdi türkiyemi verdi Osmanli verdi komktan kimdi felan filan fark etmez Sikerim olmayan beynini 
Negative,seni tutan mý var angut s ol git almanyada hans dündarla takýl belkide oradasýndýr günahýný almiyim þimdi
Negative,siktir sen bücür
Negative,takýmý liderken kovulan ilk gerizeka olmak üzere
Positive,Þhop mu HSBSJDSK bari doðru yaz 
Positive,gelinin kýz kardeþi olarak abartýya kaçmadým sade  hafif bir makyajsaçlar geriye hafif jölelenir  ve hazýrým 
Positive, býrak ölsün diyemedim sen gibi 
Negative,"Demet Akalýn'ý bu milletin baþýna musallat eden adam, senin de yatacak yerin yok.."
Positive,Bazen zehir içmek gelir içten 
Negative,6 hafta zirvede olan ademden sayi alinca destekledikleri kiþi götü baþi daðitiyorlar bir de 42 gün boyunca zirvede olsa
Positive,uraz ýn kýzýný anlatýþý harikaydý baba olmak çok yakýþýyor helall
Negative,Bu tagý açan þizofren gavat kimse çýksýn ortaya bir kaç þey söyleyeceðim
Negative,baðzýýiigg kýzlar çok asifte
Positive,Ýslam dinini seçen budist çift önceden önünde ibadet ettikleri putu kýrdý Rabbim Ýslam dan ayýrmasýn Asrýmýzýn putkýranlarýna selam olsun 
Positive,"Hayalim; küçük bir çocuða ne  kadar seviyorsun dediðinde, açýp elini iki yana  iþte bu kadar derken ki o masum sevgiyi bu"
Positive,Normalde ve þýktan si doðru olunca sorunun doðru olma olasýlýðý olur C Diðer ihtimal tek bir þýk doðru olmak zorunda ise ve olmayacaðý için cevabý doðru olmak zorunda þýklarda de olmadýðýna göre cevabýn doðru olma olasýlýðý B diye düþündüm 
Negative,Amýna kodumun gavatý Arap özentisi pezevenk Atatürk ün getirdiði alfabe sayesinde yazýyorsun hala daha yahudi diyorsun adama ulan tamam sevmiyorsun saygýný Yunanlýlara karþý esirgeme bari götveren 
Positive, Ýnstagram da kýzýmýn foroðrafýnýn altýna Aþkým yazan bu sapýk için avukat kuzenim dilekçe yazýyor savcýlýða vereceðiz
Positive, Günün VÝTRÝN ilaný Haramýzýn satýþa sunduðu atlarýn kazançlarý bellidir
Positive,Yolunuz açýk olsun kaza bela vermeden gideceðiniz yere sað salim varýrýnýz ihþallah 
Negative,rezilsin
Negative,"Yýllarca edepsizlikle bu ülkenin kaymaðýný yediler. Þimdi zoruna gider tabi. Hükmünüz bitti, pisliðinizde kaybolun"
Positive,adýný memlekette sýk duyuyorum büyüyor herhal þöhretin seni insanlýða ben yaymadým þarkýlar öðretir 
Positive,bunlar iyice azdý bir dur demek lazým
Positive, Ömrümüzun baharýný Recep Tayyip Erdoðan gibi bir Liderle yeniden büyük Türkiyeyi kurmak için verilen bu kavganýn tam ortasýnda harcadým
Negative,kýz moralimi bozdu yaa fotomu önüme koyup þöyle dedi sen neyin artistliðini yapýyorsun týrrek
Positive,çok güzelsin army
Positive,her þeye vaktimiz var lâkin vakti verene vaktimiz yok lâkin vakti verene vaktimiz yok ne acý
Negative,ay nisa o gerizekalý sayfalarýn dediklerini umursamaz niye takýyosunuz bu kadar kendini güzel bulmuyo zaten salak hak bile v
Positive, ÖZGÜR bir kedi yavrusu KAFESTEKÝ bir kaplandan CESURDUR
Positive,evet þanslýyým 
Positive,þerefsiz deðilsiniz 
Negative,yalaka öküz boynuzlarini kasabin biçaðina surtermis 
Positive,büþra tespit cuk oturdu ayný fikirdeyim tek kiþiye oynuyor  gayette baþarýlý
Positive,hayýrlý geceler
Positive,Felsefe yapma
Positive,Hatalar oldukça geliþeceksiniz mücadeleye devam kardeþlerim
Negative,HANÝ OLAMAZDIK AQLARIM
Negative,kendinizi bir bok zannediyorsunuz ve bu benim canýmý sýkýyor
Negative,Kilo veren göt açýyor ne tuhaf denklem aq 
Negative,enes abi keþke anamý siksen
Positive, Nazan Öncel köpek gibi aþýk olduðu adamdan ayrýlmýþ bir þekilde Onun arkasýndan da Göç albümünü yapmýþ `` Onun arkasýndan f 
Negative,aským seni sobeleyeni öldürürüm 
Positive,Þükürler olsun  sebeb olan  cumhurbaþkanýmiza  binlerce  teþekkürler  allah  senin  baþýmýzdan  eksik  etmesin  baþkaným
Negative,Siz kimsiniz aq sokayým emrenize 
Negative,kendi deðerlerine düþman ezik bir Kemalist kafa daha 
Negative,Fenerbahçe nin maçýný izlemiþ ben bu takýmda oynayacaðýma Futbolu Býrakýrým daha iyi demiþ pezevenk 
Positive,Ýstanbul'u emanet ettiðiniz þahýs ne diyor? 
Positive, Milletin ekonomik sýkýntýlarýndan baþka her þey gündem de 
